age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
41,3,94113,12,14,2,3,0,4,1,0,0,60,38
36,4,313853,9,13,0,7,4,2,1,0,0,45,38
46,3,256909,11,9,3,4,1,4,1,3325,0,45,38
27,2,210498,11,9,2,2,0,4,1,5178,0,40,38
59,3,223215,9,13,2,3,0,4,1,0,1977,50,38
51,2,146767,9,13,2,9,0,4,1,0,0,40,38
50,2,343847,11,9,2,10,0,4,1,0,0,38,38
46,2,266337,8,11,0,2,4,4,1,0,0,40,38
46,2,182128,12,14,0,9,4,4,0,6497,0,50,38
46,2,251474,9,13,2,3,0,4,1,0,0,60,38
38,3,257250,11,9,4,4,1,4,1,0,0,50,38
31,2,225053,11,9,0,13,1,4,1,0,0,45,38
30,2,170130,11,9,0,0,4,4,0,0,0,40,38
38,2,262882,11,9,2,6,5,4,0,0,0,40,38
43,4,89636,9,13,2,11,5,1,0,0,0,60,34
37,2,171150,11,9,2,3,0,4,1,0,1887,50,38
53,2,126592,15,10,2,2,0,2,1,7688,0,40,38
63,2,188914,11,9,6,6,2,2,0,0,0,40,13
46,2,185847,11,9,0,13,1,4,1,0,0,54,38
25,2,499233,11,9,0,0,1,4,1,0,0,40,38
17,2,198146,1,7,4,11,3,4,0,0,0,15,38
42,5,74334,12,14,2,0,0,0,1,0,0,40,38
29,2,309463,6,5,2,2,0,4,1,0,0,40,38
61,2,149620,15,10,0,7,1,2,1,0,0,40,38
61,2,105384,9,13,2,9,0,4,1,0,0,40,38
30,2,187618,11,9,2,3,0,4,1,0,0,50,38
32,2,213179,15,10,0,2,3,4,1,0,0,40,38
57,5,25045,9,13,0,0,4,4,1,2174,0,37,38
36,2,139703,11,9,4,0,1,2,0,0,0,40,38
52,1,89705,12,14,2,9,0,4,1,0,0,40,38
28,2,50814,11,9,4,9,1,4,0,0,0,40,38
38,2,255941,12,14,4,3,1,4,0,10520,0,50,38
20,2,231286,15,10,4,5,1,2,1,0,0,15,38
64,3,179436,9,13,2,3,0,4,1,15024,0,55,38
41,5,75409,9,13,2,9,5,4,0,0,0,40,38
44,2,106900,9,13,2,9,0,4,1,0,0,60,38
56,4,356067,12,14,4,11,1,4,1,0,0,16,38
31,2,19302,7,12,4,0,1,4,1,2202,0,38,38
27,2,207213,11,9,4,5,3,4,1,0,0,40,38
31,2,402361,11,9,2,2,0,4,1,0,0,40,38
33,2,123920,15,10,4,3,1,2,0,0,0,40,38
50,2,129956,11,9,2,2,0,4,1,0,0,48,38
26,2,134287,8,11,4,11,3,4,0,0,0,35,38
34,2,347166,10,16,4,9,1,4,1,0,0,50,38
50,2,94391,8,11,2,2,0,4,1,0,0,50,38
52,2,218550,15,10,3,0,1,4,0,14084,0,16,38
48,1,40666,11,9,2,7,0,4,1,0,0,40,38
23,2,117767,11,9,4,7,3,4,1,0,0,35,38
34,5,34104,12,14,2,9,0,4,1,7688,0,38,38
42,3,188615,9,13,2,11,0,4,1,0,0,60,38
27,2,224849,11,9,2,2,0,4,1,0,0,40,38
26,2,193304,11,9,2,2,0,4,1,0,0,40,38
43,1,174491,11,9,0,12,1,2,0,0,0,40,38
39,2,252327,6,5,5,2,3,4,1,0,0,35,25
18,2,127388,2,8,4,7,1,4,0,0,0,25,38
40,4,129298,11,9,2,7,0,4,1,0,0,45,38
39,3,372525,12,14,2,3,0,4,1,0,0,60,38
23,2,107190,15,10,4,0,3,2,1,0,0,20,38
29,2,262478,11,9,4,4,3,2,1,0,0,30,38
32,1,203849,15,10,2,13,0,4,1,0,0,40,38
33,2,221324,11,9,4,6,4,2,0,0,0,40,38
40,2,360884,15,10,4,12,1,4,0,0,0,50,38
36,4,122493,11,9,2,2,0,4,1,0,0,47,38
46,0,31141,15,10,0,13,1,4,1,0,0,40,38
46,1,167159,15,10,2,10,0,4,1,0,0,70,38
51,2,122109,15,10,2,0,5,4,0,0,0,35,38
60,4,44915,12,14,0,9,4,4,0,0,0,10,38
27,4,37302,1,7,2,3,0,4,1,0,0,50,38
23,2,288771,15,10,4,0,1,4,0,0,0,30,38
40,1,50442,15,10,4,0,4,0,0,2977,0,35,38
39,4,597843,12,14,4,9,1,4,0,0,0,50,3
27,2,302422,15,10,4,6,3,4,1,0,0,40,38
44,2,174373,7,12,2,2,0,4,1,0,0,40,38
81,4,136063,11,9,2,3,0,4,1,0,0,30,38
32,2,173730,9,13,2,3,0,4,1,7688,0,40,38
56,2,131608,15,10,2,11,0,4,1,0,0,40,38
29,2,138332,15,10,2,0,3,4,0,0,0,6,38
39,2,291665,11,9,2,0,0,4,1,4508,0,24,38
34,2,122616,15,10,2,12,0,4,1,0,0,84,38
54,1,184620,12,14,0,9,1,4,0,0,0,40,38
45,2,273435,11,9,2,2,0,4,1,0,0,40,38
43,2,258049,12,14,2,3,0,4,1,7688,0,53,38
41,2,310255,11,9,2,11,0,4,1,0,0,40,38
44,2,235786,15,10,2,9,0,4,1,7298,0,45,38
42,2,190543,15,10,2,12,5,4,0,0,0,40,38
39,2,129597,9,13,2,11,0,4,1,3464,0,40,38
38,1,236687,15,10,4,9,3,4,1,0,0,40,38
46,2,219611,15,10,2,0,0,4,1,0,0,40,38
26,2,183171,1,7,4,7,3,2,1,1055,0,32,38
51,4,256963,15,10,2,11,0,4,1,0,0,60,38
21,2,351381,11,9,4,0,3,4,0,0,0,40,38
56,2,143266,15,10,2,3,0,4,1,0,0,40,38
32,4,129497,15,10,2,2,0,4,1,0,0,55,38
40,2,225978,15,10,5,3,1,2,1,0,0,40,38
30,2,233980,1,7,2,13,0,4,1,0,0,40,38
22,2,201490,11,9,4,0,3,4,1,0,0,20,38
35,2,252897,7,12,4,0,1,4,0,14344,0,40,38
52,2,416059,9,13,2,9,0,2,1,0,0,40,38
25,2,120268,9,13,4,9,3,4,1,0,0,70,38
42,2,182108,9,13,4,3,1,4,0,0,0,35,38
49,0,311671,15,10,2,3,0,4,1,0,0,40,38
55,1,28151,11,9,0,0,1,4,0,0,0,40,38
40,3,193524,15,10,2,4,0,4,1,0,0,40,38
31,2,243773,6,5,4,7,4,4,0,0,0,20,38
46,2,465974,1,7,4,13,3,4,1,0,0,30,38
27,2,135308,9,13,4,11,1,2,0,0,0,40,38
37,2,78928,6,5,2,7,0,4,1,3137,0,40,38
53,2,277471,8,11,2,12,0,4,1,0,0,40,38
30,2,177216,14,15,2,9,0,2,1,0,1740,40,13
36,2,106964,11,9,2,6,0,4,1,0,0,40,38
22,2,138542,15,10,2,5,0,4,1,0,0,35,38
27,2,59068,11,9,2,5,0,4,1,0,0,40,38
70,3,207938,9,13,2,3,0,4,1,0,2377,50,38
39,5,201105,9,13,2,3,5,4,0,0,0,55,38
21,2,129350,15,10,4,11,3,4,1,0,0,40,38
29,2,342989,11,9,4,0,3,4,0,0,0,40,38
47,4,131826,15,10,2,11,0,4,1,0,0,40,38
56,2,247119,5,4,6,6,4,3,0,0,0,40,5
46,1,192323,15,10,2,10,0,4,1,0,0,38,38
35,2,272476,7,12,2,7,5,4,0,0,0,35,38
62,2,134768,11,9,2,13,0,4,1,0,0,40,38
61,2,190682,11,9,6,2,1,2,0,0,1669,50,38
55,2,160303,11,9,6,0,2,4,0,0,0,40,38
52,2,169182,6,5,6,7,1,4,0,0,0,25,32
31,2,348491,9,13,4,3,1,2,0,0,0,40,38
35,1,226311,15,10,0,0,3,4,0,0,0,38,38
43,2,193882,11,9,2,3,0,4,1,0,0,40,38
33,2,355856,7,12,2,11,0,1,1,0,0,60,38
52,2,200853,12,14,0,9,1,4,0,6849,0,60,38
26,2,159897,15,10,4,3,4,2,0,0,0,40,38
42,2,98427,11,9,2,7,5,2,0,0,0,35,38
33,2,126950,11,9,2,13,0,4,1,0,0,60,38
60,4,376973,11,9,2,2,0,4,1,0,0,42,38
35,2,241001,11,9,2,6,0,4,1,0,0,44,38
49,4,122584,5,4,2,11,0,4,1,0,0,40,38
57,2,71367,11,9,0,7,4,4,0,0,0,40,38
41,2,178002,11,9,2,0,5,4,0,0,0,40,38
31,1,168906,7,12,2,0,5,4,0,0,0,35,38
30,2,341051,12,14,2,3,0,4,1,15024,0,60,38
36,2,130620,9,13,2,9,5,1,0,0,0,35,29
43,2,393354,15,10,2,0,5,2,0,0,0,38,38
42,0,31621,7,12,0,0,1,4,0,0,0,40,38
34,2,140092,11,9,4,12,1,4,1,0,0,40,38
59,2,169639,7,12,6,3,4,4,0,0,0,40,38
19,4,100999,1,7,4,0,3,4,0,0,0,30,38
34,2,55176,15,10,2,12,0,4,1,0,0,40,38
41,1,51111,9,13,6,0,1,4,0,0,0,40,38
33,2,140206,14,15,2,9,0,4,1,0,0,40,38
50,1,191130,8,11,2,10,0,4,1,0,0,40,38
44,2,116358,9,13,2,11,0,1,1,0,0,40,38
43,2,105119,11,9,2,0,0,4,1,0,0,40,38
25,2,557082,11,9,4,0,1,4,0,0,0,38,38
49,2,190319,9,13,3,0,1,0,1,0,0,40,29
28,2,377095,9,13,2,3,5,4,0,0,0,40,38
45,2,28119,11,9,2,0,0,4,1,0,0,7,38
22,2,67234,11,9,4,5,4,4,1,0,0,45,38
37,2,34378,15,10,2,2,0,4,1,0,0,35,38
35,2,44780,15,10,2,0,5,4,0,7688,0,20,38
31,2,87560,15,10,4,6,1,4,0,0,0,50,38
30,2,147430,11,9,3,0,1,4,0,0,0,40,38
30,0,76313,11,9,2,1,2,0,1,0,0,48,38
33,2,138667,11,9,2,0,0,4,1,0,0,50,38
20,2,190963,15,10,4,3,1,4,0,0,0,30,38
39,2,112731,11,9,0,7,1,3,0,0,0,40,5
44,2,222703,5,4,2,6,0,3,1,0,0,40,26
67,2,336163,11,9,2,5,0,4,1,0,0,24,38
47,4,122307,9,13,2,11,0,4,1,0,1887,40,38
38,5,112497,9,13,2,10,0,4,1,0,0,60,38
25,2,252752,11,9,4,7,4,4,0,0,0,40,38
53,3,135643,9,13,2,0,5,1,0,0,0,50,34
22,2,52596,15,10,4,11,3,4,1,0,0,8,38
27,2,29807,11,9,5,5,4,4,0,0,0,40,23
61,2,204908,6,5,2,2,0,4,1,0,0,40,38
28,5,239130,15,10,0,7,4,4,1,0,0,40,38
61,4,392694,15,10,0,3,1,4,1,0,0,50,38
20,2,148409,15,10,4,11,2,4,1,1055,0,20,38
32,2,189838,11,9,4,11,1,4,0,0,0,50,38
35,5,177974,11,9,2,10,0,4,1,0,0,40,38
20,2,117789,11,9,4,7,3,4,0,0,0,40,38
43,2,133584,11,9,0,2,1,4,1,0,0,40,38
59,2,159008,15,10,2,10,0,4,1,0,0,56,38
39,2,211440,11,9,2,13,0,4,1,0,0,55,38
50,2,195298,15,10,2,3,0,4,1,0,0,50,38
29,2,57889,9,13,2,11,0,4,1,0,0,45,38
38,2,80771,9,13,2,9,5,4,0,0,0,40,38
33,2,105370,11,9,0,10,1,4,1,0,0,70,38
35,2,102976,12,14,4,3,1,4,1,0,0,40,38
24,2,211391,0,6,4,11,1,4,0,0,0,15,38
45,1,86644,9,13,2,9,5,4,0,0,0,55,38
42,2,213214,7,12,2,11,0,4,1,0,0,40,38
50,2,410186,11,9,2,2,0,4,1,0,0,40,38
43,2,307767,11,9,2,5,0,4,1,0,0,40,38
35,2,108140,9,13,2,3,0,4,1,0,0,40,38
23,2,117363,9,13,4,0,3,4,0,0,0,40,38
54,2,36480,11,9,2,11,0,4,1,15024,0,50,38
23,2,82393,6,5,4,7,3,1,1,0,0,20,29
23,2,151888,15,10,4,11,3,4,1,0,0,40,38
33,2,97939,7,12,0,6,1,4,0,0,0,42,38
55,2,80167,9,13,0,9,4,4,0,0,0,40,38
24,2,315303,11,9,4,5,3,2,1,0,0,25,38
20,2,37783,15,10,4,7,1,4,0,0,0,25,38
53,5,197184,12,14,2,3,0,4,1,0,0,70,38
30,5,193380,9,13,4,9,2,4,1,0,0,35,38
39,2,204501,12,14,2,3,0,4,1,0,0,50,38
28,2,215211,11,9,2,11,0,4,1,0,0,50,38
49,4,148254,11,9,0,4,1,4,0,0,0,28,38
20,1,308654,15,10,4,10,3,1,0,0,0,20,38
56,2,92215,6,5,0,2,1,4,0,0,0,40,38
32,3,343872,15,10,2,13,0,2,1,0,0,35,13
34,2,30433,9,13,4,11,1,4,0,0,0,35,38
21,2,286824,15,10,4,5,3,4,1,0,0,12,38
19,2,123416,2,8,5,9,3,4,0,1055,0,40,38
38,0,238342,9,13,2,11,0,4,1,7688,0,42,38
61,2,168654,11,9,0,0,1,4,0,0,0,40,1
21,4,318987,8,11,2,4,0,4,1,0,0,40,38
23,5,33551,9,13,2,12,0,4,1,0,0,38,38
27,2,69132,9,13,4,12,1,4,1,0,0,37,38
25,5,153534,15,10,2,10,0,4,1,0,0,40,38
55,4,184425,15,10,2,4,0,4,1,0,0,99,38
47,2,190072,15,10,0,11,4,4,1,0,0,50,38
39,2,218916,14,15,0,3,1,4,1,0,0,50,38
30,2,312667,11,9,2,13,0,4,1,0,0,40,38
31,2,243165,9,13,4,9,4,4,1,0,0,40,38
56,4,157486,0,6,0,11,3,4,1,0,0,40,38
40,2,145439,4,3,2,7,0,3,1,4064,0,40,25
29,2,125976,11,9,5,11,4,4,0,0,0,35,38
28,2,25955,8,11,0,2,1,0,1,0,0,40,38
49,1,149210,9,13,2,10,0,2,1,15024,0,40,38
18,2,60981,0,6,4,7,3,4,0,0,0,30,38
23,2,159709,11,9,0,2,1,4,1,0,0,40,38
18,2,231562,11,9,4,11,3,4,0,0,0,33,38
38,2,169926,7,12,2,3,5,4,0,0,1902,40,38
34,2,152246,11,9,2,13,0,0,1,0,0,52,38
40,2,187702,15,10,4,3,1,4,1,0,0,50,38
66,2,151227,9,13,2,7,0,4,1,0,0,40,38
41,2,225978,9,13,4,9,1,2,1,0,0,40,38
45,2,360393,12,14,2,3,0,4,1,0,1902,50,38
30,1,101345,11,9,5,7,4,4,0,0,0,26,38
32,4,241885,0,6,0,2,1,4,1,0,0,40,38
37,2,151764,15,10,2,3,0,4,1,0,0,50,38
52,2,208630,11,9,0,0,4,4,0,0,1741,38,38
39,1,89508,11,9,2,2,0,4,1,0,0,40,38
44,4,197558,14,15,2,9,0,4,1,0,0,70,38
19,2,268524,15,10,4,11,3,4,0,0,0,15,38
48,2,33669,15,10,2,13,0,4,1,0,0,60,38
36,2,354078,9,13,2,9,0,4,1,0,0,60,38
25,2,122175,9,13,2,9,0,4,1,0,0,45,38
39,2,86643,15,10,4,2,1,4,1,0,0,50,38
52,2,349502,15,10,4,0,4,4,1,0,0,45,38
25,2,211424,9,13,4,3,3,4,1,0,0,40,38
36,2,129591,11,9,4,7,1,4,1,0,0,40,38
32,2,323055,11,9,2,2,0,4,1,0,0,40,38
44,2,151780,15,10,6,3,1,2,0,0,0,40,38
54,2,200098,9,13,0,11,1,2,0,0,0,60,38
20,2,104164,11,9,4,5,3,4,1,0,0,40,38
20,2,62865,11,9,4,8,1,4,0,0,0,45,38
34,2,160216,9,13,4,3,1,4,0,0,0,55,38
51,2,154949,11,9,6,6,1,2,0,0,0,40,38
64,4,106538,12,14,0,9,1,4,1,0,0,50,38
27,5,122660,9,13,4,9,3,2,0,0,0,40,38
47,4,315110,15,10,2,9,0,4,1,0,0,20,38
30,2,509500,9,13,4,12,1,4,0,4787,0,45,38
25,2,264055,9,13,4,0,3,4,1,0,0,40,38
24,2,154571,8,11,4,11,4,1,1,0,0,50,34
57,4,135134,12,14,4,4,1,4,1,0,0,20,38
32,2,299635,15,10,2,3,0,4,1,0,0,50,10
52,2,153751,6,5,5,7,1,2,0,0,0,30,38
46,2,328216,9,13,2,3,0,4,1,15024,0,40,38
37,2,215310,11,9,2,2,0,4,1,0,0,50,38
20,2,284317,15,10,4,7,3,4,0,0,0,35,38
59,3,31359,12,14,2,3,0,4,1,15024,0,80,38
46,2,176814,14,15,2,9,0,4,1,99999,0,50,38
39,0,193583,9,13,0,9,4,4,0,5455,0,60,38
43,4,47261,15,10,2,4,0,4,1,0,0,50,38
52,2,137658,1,7,2,6,0,3,1,0,0,40,5
17,2,204018,1,7,4,11,4,4,1,0,0,15,38
43,2,206833,11,9,5,5,4,2,0,0,0,45,38
37,4,241998,9,13,2,9,0,4,1,0,0,5,38
54,4,226735,11,9,2,7,0,2,1,0,0,45,38
57,2,172291,11,9,0,0,2,2,0,0,0,40,38
43,3,64048,6,5,4,11,3,4,0,0,0,44,31
28,1,180271,9,13,2,5,0,4,1,0,0,65,38
23,2,227594,9,13,4,9,3,4,0,0,0,38,38
55,4,53566,10,16,0,3,1,4,0,0,0,30,38
22,2,145477,11,9,4,5,3,0,1,0,0,40,38
39,2,106347,11,9,2,13,0,4,1,0,0,40,38
23,2,32950,15,10,4,13,1,4,1,4101,0,40,38
57,4,149168,15,10,2,3,0,4,1,0,0,55,38
43,2,35910,15,10,2,11,0,4,1,0,0,43,38
28,2,66473,11,9,0,6,3,4,1,0,0,40,38
36,5,168894,8,11,3,10,3,4,0,0,0,40,10
50,2,144361,11,9,2,6,0,4,1,0,0,50,38
23,2,125106,9,13,4,9,3,4,0,0,0,40,38
44,2,267521,9,13,0,0,4,4,0,0,0,40,38
35,5,211115,15,10,4,10,1,2,1,0,0,40,38
26,2,152035,11,9,4,0,3,4,0,0,0,40,38
30,2,227551,11,9,2,13,0,4,1,0,0,40,38
58,2,136951,9,13,2,0,0,1,1,0,0,40,29
17,2,99175,1,7,4,7,1,4,0,0,0,20,38
52,4,138611,11,9,2,11,0,4,1,7688,0,55,38
34,1,183801,9,13,4,7,1,4,1,0,0,14,38
53,4,152810,0,6,2,2,0,4,1,0,0,40,38
39,2,190719,15,10,0,11,1,4,1,0,0,45,38
31,1,50649,12,14,4,9,1,4,0,0,0,50,38
28,2,134566,9,13,2,3,0,4,1,0,0,45,38
43,2,182437,9,13,4,9,1,4,1,0,0,45,38
41,2,469454,15,10,2,2,0,4,1,0,0,40,38
50,1,191025,12,14,0,3,1,4,0,4650,0,70,38
32,2,86723,11,9,4,7,1,4,1,0,0,52,38
55,2,208019,4,3,2,6,0,4,1,0,0,40,25
59,4,140957,8,11,4,3,1,4,1,0,0,35,38
47,2,82797,9,13,2,9,0,4,1,0,0,50,38
43,2,171438,8,11,5,11,4,4,0,0,0,45,38
32,1,198211,8,11,3,2,1,4,1,0,0,40,38
20,2,194504,15,10,5,11,4,2,0,0,0,40,38
56,2,108276,9,13,6,7,1,4,0,0,0,40,38
32,2,237478,1,7,0,6,4,4,0,0,0,40,38
31,1,243665,11,9,2,10,0,4,1,0,0,41,38
34,2,258666,8,11,4,12,1,4,0,0,1974,40,38
21,2,165475,11,9,2,6,0,4,1,0,0,40,38
71,0,149386,11,9,6,3,1,4,1,0,0,9,38
51,4,388496,15,10,0,2,1,4,1,0,0,8,32
63,2,187635,11,9,4,3,1,4,1,0,0,40,38
34,2,179378,11,9,2,3,5,2,0,0,0,40,38
40,2,326232,15,10,0,13,4,4,1,0,0,40,38
37,2,254973,11,9,2,5,5,4,0,0,0,40,38
59,2,175689,15,10,2,0,5,4,0,0,0,14,4
28,2,350254,3,2,4,8,1,4,0,0,0,40,25
28,2,65171,15,10,2,0,0,4,1,0,0,40,38
17,2,224073,1,7,4,11,3,4,1,0,0,20,38
39,2,226374,0,6,0,7,4,2,0,0,0,40,38
49,2,68505,6,5,0,7,1,2,1,0,0,37,38
17,2,221129,6,5,2,7,0,4,1,0,0,40,38
27,2,188941,15,10,2,12,0,4,1,3908,0,40,38
24,4,172047,7,12,4,2,3,4,1,0,0,40,38
51,2,53838,9,13,2,5,0,4,1,0,0,40,38
55,2,325007,7,12,2,12,0,4,1,0,0,25,38
41,2,33331,11,9,2,2,0,4,1,0,0,45,38
17,2,184198,1,7,4,11,3,4,0,0,0,13,38
65,3,139272,9,13,2,11,0,4,1,99999,0,60,38
44,2,162028,1,7,0,11,4,4,0,0,0,44,38
32,2,194981,11,9,2,12,5,4,0,0,0,36,38
46,3,181413,7,12,2,3,5,4,0,0,0,40,38
23,2,388811,11,9,4,0,3,4,0,0,0,40,38
25,2,356344,9,13,4,0,3,4,0,0,0,40,38
37,2,111499,15,10,4,3,1,4,0,0,0,40,38
51,2,249339,11,9,2,2,0,4,1,0,0,40,38
31,5,78291,9,13,4,9,1,4,0,0,0,40,38
47,0,31339,15,10,2,0,0,4,1,0,0,40,38
41,2,147206,2,8,2,5,0,4,1,0,0,40,38
38,1,116608,11,9,2,0,5,4,0,0,0,35,38
28,2,250679,11,9,2,2,0,4,1,0,0,40,38
36,4,150371,11,9,4,2,1,4,1,0,0,40,38
24,5,43475,9,13,4,9,1,4,1,0,0,40,38
56,1,155657,9,13,0,3,4,4,0,0,0,40,38
25,1,203408,15,10,2,7,0,4,1,0,0,40,38
40,2,321758,11,9,2,11,0,4,1,0,0,40,38
31,2,188096,9,13,4,9,1,4,0,0,0,72,38
28,2,96219,9,13,2,7,5,4,0,0,0,15,38
59,2,194290,11,9,2,4,0,4,1,0,0,48,38
36,2,217926,7,12,2,6,0,2,1,0,0,50,38
40,2,105794,14,15,4,9,1,4,0,14084,0,50,38
41,2,130126,14,15,2,9,0,4,1,0,0,80,38
32,2,226975,15,10,4,11,3,4,1,0,1876,60,38
27,2,126060,11,9,4,3,1,4,0,0,0,40,38
62,2,118696,11,9,2,2,0,4,1,0,0,40,38
20,2,47541,15,10,4,11,3,4,1,0,0,30,38
45,4,40666,8,11,2,4,0,4,1,0,0,60,38
21,2,283969,11,9,4,2,3,4,1,0,0,40,25
29,0,440647,15,10,4,0,2,4,1,0,0,40,38
25,2,179462,5,4,4,5,4,4,1,0,0,40,38
29,2,181280,11,9,2,6,0,4,1,0,0,40,38
23,2,81281,15,10,2,0,0,4,1,0,0,40,38
32,3,124919,9,13,2,7,0,1,1,0,0,50,19
36,2,35945,11,9,2,3,0,4,1,0,0,50,38
34,2,157747,11,9,2,0,0,4,1,0,0,45,38
40,2,180985,12,14,2,3,0,4,1,0,0,50,38
36,2,37778,15,10,2,3,0,4,1,0,0,40,38
41,3,230168,15,10,2,11,0,4,1,0,0,91,38
25,2,427744,0,6,2,3,0,4,1,0,0,40,38
31,2,34374,14,15,4,9,1,4,1,0,0,50,38
34,2,258170,11,9,0,3,4,4,0,0,0,38,38
28,2,83879,11,9,2,6,0,2,1,0,0,40,38
35,2,287548,15,10,2,11,0,4,1,0,0,55,38
19,2,71650,11,9,4,4,3,4,1,0,0,40,38
24,5,61737,9,13,4,9,1,4,1,0,0,40,38
42,2,160893,15,10,2,7,5,4,0,0,0,23,38
28,4,96219,9,13,2,11,5,4,0,0,0,5,38
50,4,172281,11,9,2,3,0,4,1,7688,0,50,38
28,2,51461,9,13,2,0,0,4,1,0,1887,40,38
26,2,125089,15,10,4,3,1,4,1,0,0,40,38
30,5,141297,9,13,2,9,0,1,1,0,0,40,18
33,2,124187,1,7,4,13,1,2,1,0,0,60,38
52,2,186785,11,9,4,11,1,4,1,0,1876,50,38
46,2,181363,7,12,2,3,0,4,1,0,0,40,38
17,2,250541,0,6,4,7,3,2,1,0,0,20,38
25,2,173212,7,12,4,4,1,4,1,2354,0,45,38
47,5,469907,7,12,2,10,0,4,1,0,1740,40,38
23,2,193090,9,13,4,9,1,4,0,0,0,38,38
43,1,143828,12,14,0,9,4,2,0,9562,0,40,38
39,2,203070,8,11,2,5,0,4,1,0,0,49,38
45,2,189890,7,12,0,9,4,4,0,5455,0,38,38
60,2,26721,15,10,2,2,0,4,1,0,0,40,38
30,3,77689,9,13,2,11,0,4,1,7688,0,50,38
26,2,108019,11,9,4,2,3,4,1,3325,0,40,38
39,2,355468,11,9,2,11,0,4,1,0,1887,46,38
43,2,188808,12,14,2,3,0,4,1,0,0,45,38
27,2,256764,7,12,4,11,1,4,1,0,0,40,38
50,0,299831,15,10,0,0,4,4,0,0,880,40,38
58,0,319733,11,9,2,13,0,4,1,0,0,70,38
52,2,159908,2,8,4,6,1,4,1,0,0,40,38
39,2,403489,1,7,0,13,3,4,1,0,0,40,38
36,2,124818,11,9,2,6,0,4,1,0,0,40,38
31,2,226443,9,13,2,9,0,4,1,0,0,40,38
41,2,179875,1,7,0,7,4,3,0,0,0,40,38
34,2,250724,9,13,2,11,0,4,1,0,0,45,22
63,2,100099,11,9,3,2,1,4,1,0,0,40,38
63,2,30602,5,4,3,7,4,0,0,0,0,40,38
42,4,126614,9,13,0,3,1,3,1,0,0,30,19
20,2,228649,11,9,4,7,3,4,1,0,0,40,38
18,2,263024,11,9,4,11,3,4,0,0,0,40,38
35,4,127930,11,9,3,4,1,4,1,0,0,60,38
21,2,209955,11,9,4,2,1,4,1,0,0,48,38
44,2,121781,15,10,0,0,1,1,0,0,0,37,38
44,4,567788,4,3,2,4,0,4,1,0,0,40,25
57,4,174760,7,12,3,4,4,0,1,0,0,40,38
57,0,278763,11,9,0,0,4,4,0,0,0,40,38
51,4,240358,15,10,2,2,0,4,1,0,0,20,38
52,2,124993,11,9,4,2,3,4,1,0,0,55,38
17,2,167878,1,7,4,7,3,4,1,0,0,20,38
52,2,155983,9,13,2,3,0,4,1,0,0,40,38
24,0,219519,15,10,4,0,3,2,0,0,0,40,38
30,2,241259,8,11,2,13,0,4,1,0,0,40,38
31,2,87891,7,12,2,11,0,4,1,0,0,60,38
24,2,611029,0,6,2,5,0,4,1,0,0,40,38
28,2,191027,7,12,5,7,1,4,1,0,0,40,38
35,2,110538,11,9,0,4,1,4,1,0,0,70,38
22,2,311764,1,7,6,11,3,2,0,0,0,35,38
49,1,249289,9,13,0,9,4,2,0,0,0,40,38
20,2,157894,15,10,4,7,3,2,1,0,0,20,38
30,1,27051,15,10,4,5,3,4,1,0,0,40,38
36,2,418702,8,11,0,0,4,4,0,0,0,40,38
26,2,108658,11,9,4,6,1,4,1,0,0,40,38
48,2,117251,11,9,6,0,1,4,0,0,0,32,38
53,2,150726,15,10,0,0,1,4,0,0,0,40,38
35,2,139647,15,10,0,3,1,4,0,0,0,40,38
55,2,89690,9,13,0,9,1,4,0,0,0,40,38
28,2,338376,15,10,2,0,0,4,1,0,0,50,38
23,2,176262,8,11,4,0,2,4,0,0,0,36,38
33,1,511289,8,11,2,10,0,4,1,0,0,48,38
40,2,146520,12,14,2,3,0,4,1,0,0,40,38
34,2,127195,15,10,2,3,0,4,1,0,0,40,38
49,1,173584,9,13,4,9,1,4,0,0,0,50,38
33,0,293550,15,10,2,12,5,4,0,4064,0,40,38
39,2,111499,9,13,4,3,1,4,0,0,0,40,38
48,4,200825,15,10,2,3,0,4,1,0,0,30,38
25,4,209384,11,9,4,7,2,4,1,0,0,32,38
31,2,273324,15,10,4,7,3,4,1,0,1721,16,38
26,2,158734,12,14,4,3,1,4,0,0,0,30,38
31,3,304212,15,10,4,3,3,4,1,0,0,45,38
25,2,1484705,15,10,0,3,4,4,0,0,0,25,38
48,2,161187,11,9,4,0,1,4,0,2463,0,40,38
43,1,161240,11,9,2,10,0,4,1,0,0,45,38
31,2,98639,9,13,4,12,1,4,1,0,0,40,38
48,2,105838,9,13,2,3,0,4,1,0,0,45,38
30,2,53285,11,9,2,11,0,4,1,0,0,52,38
31,0,381645,9,13,5,9,1,4,1,0,0,40,38
52,2,143807,11,9,0,11,1,4,0,0,0,40,38
18,2,168288,11,9,4,5,3,4,1,0,0,40,38
25,2,164938,11,9,4,6,3,4,1,4416,0,40,38
31,2,61308,0,6,4,7,1,4,1,0,0,40,38
37,2,140673,15,10,2,11,5,4,0,0,0,40,38
43,5,47818,9,13,4,9,1,4,0,0,0,40,38
18,2,36882,2,8,4,11,3,4,0,0,0,20,38
64,2,125684,11,9,2,2,0,4,1,0,0,40,38
41,3,495061,10,16,2,9,0,4,1,99999,0,70,38
55,5,111130,7,12,0,0,3,1,1,0,0,40,38
31,2,19491,15,10,4,2,1,4,1,0,0,40,38
